id,content
31986949,"Gastroduodenal Intussusception Due to Gastric Mucosal Prolapse Polyp in a 2-Year-Old Child. Background: Gastroduodenal intussusception is an invagination of a portion of the stomach into the duodenum. It predominately occurs in adults. Case Report: We present a gastroduodenal intussusception in an hypochromic microcytic anemic 2-year-old girl. A large filling defect in the second and third parts of the duodenum, indenting the pyloric antrum, was due to a gastroduodenal intussusception secondary to a cauliflower-like gastric mucosal prolapse polyp, a type of gastric hyperplastic polyp. Conclusion: Anemia may accompany a gastric mucosal prolapse polyp. Kotb, Mostafa;Abdelaziz, Marwa;Abdelmeguid, Yasmine;Hassan, Ahmed;Mashali, Nagwa;Saad-Eldin, Yasser Gastroduodenal intussusception;hyperplastic polyp;microcytic hypochromic anemia Fetal and pediatric pathology"
31983610,"Dynamic ROS Control by TIGAR Regulates the Initiation and Progression of Pancreatic Cancer. The TIGAR protein has antioxidant activity that supports intestinal tissue repair and adenoma development. Using a pancreatic ductal adenocarcinoma (PDAC) model, we show that reactive oxygen species (ROS) regulation by TIGAR supports premalignant tumor initiation while restricting metastasis. Increased ROS in PDAC cells drives a phenotypic switch that increases migration, invasion, and metastatic capacity. This switch is dependent on increased activation of MAPK signaling and can be reverted by antioxidant treatment. In mouse and human, TIGAR expression is modulated during PDAC development, with higher TIGAR levels in premalignant lesions and lower TIGAR levels in metastasizing tumors. Our study indicates that temporal, dynamic control of ROS underpins full malignant progression and helps to rationalize conflicting reports of pro- and anti-tumor effects of antioxidant treatment.Copyright © 2020 The Authors. Published by Elsevier Inc. All rights reserved. Cheung, Eric C;DeNicola, Gina M;Nixon, Colin;Blyth, Karen;Labuschagne, Christiaan F;Tuveson, David A;Vousden, Karen H ERK;PDAC;ROS regulation;TIGAR;metastasis Cancer cell"
31983263,"Luschka Ducts of the Gallbladder in Adults: Case Series Report and Review of the Medical Literature. Luschka ducts (LD) of the gallbladder (GB) are rare congenital lesions. They are defined as bile ducts that connect directly the hepatic bile duct system to the GB. We aimed to present the characteristics of 55 cases of GB LDs as diagnosed on cholecystectomy specimens. Surgically resected GBs (55) were analyzed for LD morphological features (length, morphological pattern, and epithelial lesions) as well as for immunohistochemical features. The age varied between 24 and 88 years. The gender ratio was 30:25 (female-male). The diagnosis was acute and subacute/chronic cholecystitis (21 and 34 cases, respectively). GB abnormalities of Rokitansky-Aschoff sinus, adenomyoma, septate, and subserosal-liver types were present in 36, 6, 22, and 12 GBs, respectively, while adenocarcinoma was present in 2 GBs. A history of renal cyst, pancreatitis, and colon diverticulosis was observed in 8, 11, and 4 cases, respectively. The LDs were detected at subserosal, resection, or both sites (25, 4, and 26 cases, respectively). The length varied between <1 and 36 mm. Duct-type LDs were observed in 17 cases, complex-type LDs in 5 cases, and mixed-type LDs in 33 cases. Mucosecretion was seen in 12 LDs and cystic dilatation in 8 cases. Epithelial atypia was observed in 2 cases and meganucleoli in 15 cases. Presence of LD-angulation correlated with chronic cholecystitis, while LD-nuclear atypia correlated with acute cholecystitis. In conclusion, LDs may harbor varied aspects, from duct-like or cystic, to nodular, biliary adenoma-like complexes. GB abnormalities of Rokitansky-Aschoff sinus, septa, or subserosal-liver types and extra-GB lesions such as renal cysts, pancreatitis, and colon diverticulosis were associated. Handra-Luca, Adriana;Ben Romdhane, Habib Mohamed;Hong, Seung-Mo Luschka duct;adult;cholecystitis;gallbladder International journal of surgical pathology"
31981075,"Gallbladder Mixed Neuroendocrine-Non-neuroendocrine Neoplasm (MiNEN) Arising in Intracholecystic Papillary Neoplasm: Clinicopathologic and Molecular Analysis of a Case and Review of the Literature. Mixed neuroendocrine-non-neuroendocrine neoplasms (MiNENs) of the gallbladder are generally composed of adenocarcinoma and neuroendocrine carcinoma (NEC). Rare cases associated with intracholecystic papillary neoplasm (ICPN) have been reported. Although recent molecular data suggest that the different components of digestive MiNENs originate from a common precursor stem cell, this aspect has been poorly investigated in gallbladder MiNENs. We describe the clinicopathologic and molecular features of a MiNEN composed of ICPN, adenocarcinoma, and NEC. A 66-year-old woman presented with severe abdominal pain. She underwent radical cholecystectomy and an intracholecystic mass was found. Histologically, it was composed of ICPN associated with adenocarcinoma and large cell neuroendocrine carcinoma (LCNEC). The three components were positive for DNA repair proteins and p53. EMA was positive in the ICPN and adenocarcinoma components, while it was negative in the LCNEC. Heterogeneous expression of Muc5AC, cytokeratin 20, and CDX2 was only observed in the ICPN component. Cytokeratin 7 was diffusely positive in both adenocarcinoma and LCNEC components, while it was heterogeneously expressed in the ICPN. The copy number variation analysis showed overlapping results between the adenocarcinoma and LCNEC components with some minor differences with the ICPN component. The three tumor components showed the same mutation profile including TP53 mutation c.700T > C (p. Tyr234His), without mutations in other 51 genes known to be frequently altered in cancer pathogenesis and growth. This finding may support the hypothesis of a monoclonal origin of the different tumor components. We have also performed a review of the literature on gallbladder MiNENs. Sciarra, Amedeo;Missiaglia, Edoardo;Trimech, Mounir;Melloul, Emmanuel;Brouland, Jean-Philippe;Sempoux, Christine;La Rosa, Stefano Gallbladder;MANEC;MiNEN;Mixed neuroendocrine-non-neuroendocrine neoplasm Endocrine pathology"
31980466,"Efficacy and Safety of Pembrolizumab in Previously Treated Advanced Neuroendocrine Tumors: Results From the Phase II KEYNOTE-158 Study. KEYNOTE-158 (ClinicalTrials.gov identifier: NCT02628067) investigated the efficacy and safety of pembrolizumab across multiple cancers. We present results from patients with previously treated advanced well-differentiated neuroendocrine tumors (NET).Pembrolizumab 200 mg was administered every 3 weeks for 2 years or until progression, intolerable toxicity, or physician/patient decision. Tumor imaging was performed every 9 weeks for the first year and then every 12 weeks. Endpoints included objective response rate (ORR) per RECIST v1.1 by independent central radiologic review (primary) and duration of response (DOR), progression-free survival (PFS), overall survival (OS), and safety (secondary).A total of 107 patients with NETs of the lung, appendix, small intestine, colon, rectum, or pancreas were treated. Median age was 59.0 years (range, 29-80), 44.9% had ECOG performance status 1, 40.2% had received ≥3 prior therapies for advanced disease, and 15.9% had PD-L1-positive tumors (combined positive score ≥1). Median follow-up was 24.2 months (range, 0.6-33.4). ORR was 3.7% (95% CI, 1.0-9.3), with zero complete responses and four partial responses (three pancreatic and one rectal) all in patients with PD-L1-negative tumors. Median DOR was not reached, with one of four responses ongoing after ≥21 months follow-up. Median PFS was 4.1 months (95% CI, 3.5-5.4); the 6-month PFS rate was 39.3%. Median OS was 24.2 months (95% CI, 15.8-32.5). Treatment-related adverse events (AE) occurred in 75.7% of patients, 21.5% of whom had grade 3-5 AEs.Pembrolizumab monotherapy showed limited antitumor activity and manageable safety in patients with previously treated advanced well-differentiated NETs.©2020 American Association for Cancer Research. Strosberg, Jonathan;Mizuno, Nobumasa;Doi, Toshihiko;Grande, Enrique;Delord, Jean-Pierre;Shapira-Frommer, Ronnie;Bergsland, Emily;Shah, Manisha;Fakih, Marwan;Takahashi, Shunji;Piha-Paul, Sarina A;O'Neil, Bert;Thomas, Sajeve;Lolkema, Martijn P;Chen, Menghui;Ibrahim, Nageatte;Norwood, Kevin;Hadoux, Julien  Clinical cancer research : an official journal of the American Association for Cancer Research"
31980352,"Somatostatin analogues and the risk of post-operative pancreatic fistulas after pancreatic resection - A systematic review & meta-analysis. Post-operative pancreatic fistula (POPF) is a common complication of pancreatic resection. Somatostatin analogues (SA) have been used as prophylaxis to reduce its incidence. The aim of this study is to appraise the current literature on the effects of SA prophylaxis on the prevention of POPF following pancreatic resection.The review of the literature was conducted using the Preferred Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA) guidelines. Data from studies that reported the effects of SA prophylaxis on POPF following pancreatic resection were extracted, to determine the effect of SA on POPF morbidity and mortality.A total of 15 studies, involving 2221 patients, were included. Meta-analysis revealed significant reductions in overall POPF (Odds ratio: 0.65 (95% CI 0.53-0.81, p < 0.01)), clinically significant POPF (Odds ratio: 0.53 (95% CI 0.34-0.83, p < 0.01)) and overall morbidity (OR: 0.69 (95% CI: 0.50-0.95, p = 0.02)) following SA prophylaxis. There is no evidence that SA prophylaxis reduces mortality (OR: 1.10 (95%CI: 0.68-1.79, p = 0.68)).SA prophylaxis following pancreatic resection reduces the incidence of POPF. However, mortality is unaffected.Copyright © 2019. Published by Elsevier B.V. Li, Tianpei;D'Cruz, Reuban Toby;Lim, Sheng Yang;Shelat, Vishal G Distal pancreatectomy;Octreotide;Pancreatic fistula;Pancreatic resection;Pancreaticoduodenectomy;Pasireotide;Post-operative;Somatostatin analogues;Whipple’s procedure Pancreatology : official journal of the International Association of Pancreatology (IAP) ... [et al.]"
31980351,"Severe forms of Johanson-Blizzard syndrome caused by two novel compound heterozygous variants in UBR1: Clinical manifestations, imaging findings and molecular genetics. Johanson-Blizzard Syndrome (JBS) is a rare autosomal recessive genetic disorder characterized by exocrine pancreatic insufficiency, distinct abnormal facial appearance and varying degrees of growth retardation. Variants in UBR1 gene are considered to be responsible for the syndrome. Here, we describe a 3-year old boy, who visited our clinic for severe growth retardation and frequent oily diarrhea. The physical examination revealed nasal alae aplasia, scalp defect, and maldescent of left testicle. Transabdominal ultrasound and computed tomography scan of his abdomen demonstrated complete fatty replacement of the pancreas. The clinical, laboratory, and imaging findings strongly suggest the diagnosis of hereditary pancreatitis. Whole exome sequencing revealed two rare compound heterozygous variants, c.2511T > G (p.H837Q) and c.1188T > G (p.Y396X), in the UBR1 gene of this boy, so, the diagnosis of JBS was established. This is the first report of Chinese patient with JBS, and our study indicates that transabdominal ultrasound and computed tomography are two useful and noninvasive imaging methods for the diagnosis and evaluation of JBS, and identification of these two novel variants expands the database of UBR1 gene variants. Furthermore, with the availability of the identification technology for these variants, prenatal diagnosis could be offered for future pregnancies.Copyright © 2020 IAP and EPC. Published by Elsevier B.V. All rights reserved. Liu, Shu;Wang, Zhiqing;Jiang, Jianhui;Luo, Xianqiong;Hong, Qingshan;Zhang, Ye;OuYang, Haimei;Wei, Sisi;Liang, Jinqun;Chen, Nuan;Zeng, Weihong Johanson–Blizzard syndrome;Novel variants;Pancreatic insufficiency;UBR1 gene;Whole exome sequencing Pancreatology : official journal of the International Association of Pancreatology (IAP) ... [et al.]"
31980350,"Preoperative adiposity at bioimpedance vector analysis improves the ability of Fistula Risk Score (FRS) in predicting pancreatic fistula after pancreatoduodenectomy. Anthropometric parameters have been associated with increased risk of clinically relevant postoperative pancreatic fistula (CR-POPF) after pancreaticoduodenectomy (PD). Nonetheless, conventional metrics to predict POPF do not include the assessment of body composition. We aimed to validate the most used Fistula Risk Score (FRS), and to assess whether the appraisal of adipose compartment at bioimpedance vector analysis (BIVA) improves the accuracy of FRS in CR-POPF prediction.PD patients from 3 Italian academic institutions were prospectively included over a 2-year period. Patients with ASA score ≥3, heart failure, chronic kidney disease, or compartmentalized fluid collections were excluded. BIVA was performed on the day prior to surgery. CR-POPF occurrence and severity were classified per the ISGPS classification.Out of 148 PDs, 84 patients (56.8%) had pancreatic cancer, and 29 (19.6%) experienced CR-POPF. FRS elements, namely soft pancreatic texture (p = 0.009), small pancreatic duct diameter (p = 0.029), but not blood loss (p = 0.450), as well as high BMI (p = 0.004) were associated with CR-POPF. Also, the preoperative fat mass (FM) amount measured at BIVA was significantly higher in patients who developed CR-POPF, compared to those who did not (median FM = 19.4 kg/m2 vs. 14.4 kg/m2, respectively; p = 0.005). The predictive ability of a multivariate model adding FM to the FRS, assessed at the receiver operating characteristics curve showed a higher accuracy than the FRS alone (AUC = 0.774 and AUC = 0.738, respectively).Assessment of preoperative FM at BIVA can improve the accuracy of FRS in predicting CR-POPF following pancreatoduodenectomy.Copyright © 2020 IAP and EPC. Published by Elsevier B.V. All rights reserved. Angrisani, Marco;Sandini, Marta;Cereda, Marco;Paiella, Salvatore;Capretti, Giovanni;Nappo, Gennaro;Roccamatisi, Linda;Casciani, Fabio;Caccialanza, Riccardo;Bassi, Claudio;Zerbi, Alessandro;Gianotti, Luca HPB;Pancreas cancer;Pancreatoduodenectomy;Upper GI Pancreatology : official journal of the International Association of Pancreatology (IAP) ... [et al.]"
31977512,"Laparoscopic Liver Transplantation: Dream or Reality? The First Step With Laparoscopic Explant Hepatectomy. To introduce the laparoscopic approach in liver transplant recipients.Despite the increasingly frequent use of laparoscopy in living donor hepatectomy, the laparoscopic approach has never been reported in liver transplant recipients.A 52-year-old woman (body mass index: 18.5 kg/m) with neuroendocrine liver metastases of a digestive origin underwent hybrid liver transplantation by pure laparoscopic total hepatectomy and liver graft implantation using a preexisting midline incision. The hepatic pedicle vessels were dissected after division of the bile duct without a porto-caval shunt. Left lateral sectionectomy and early division of the common trunk allowed near completion of caval dissection with no prolonged inflow occlusion. The liver graft was reduced and latero-lateral caval anastomosis was performed.Surgery lasted 400 minutes with 400 mL of blood loss. The anhepatic phase lasted 43 minutes. Warm ischemia time and cold ischemia times were 38 and 466 minutes, respectively. The postoperative course was uneventful.This case study suggests that the hybrid approach may be feasible and safe in selected recipients. The decision to use this surgical approach should be made in transplant centers with significant expertise in both laparoscopic liver and pancreatic surgery. Further reducing the size of the abdominal incision is the next step, which may be achieved with the development of vascular anastomoses devices. Dokmak, Safi;Cauchy, François;Sepulveda, Ailton;Choinier, Pierre Marie;Dondéro, Fédérica;Aussilhou, Béatrice;Hego, Camille;Chopinet, Sophie;Infantes, Pauline;Weiss, Emmanuel;Francoz, Claire;Sauvanet, Alain;Paugam-Burtz, Catherine;Durand, François;Soubrane, Olivier  Annals of surgery"
31977134,"Insulinoma-associated protein 1 (INSM1) is a robust marker for identifying and grading pancreatic neuroendocrine tumors. Pancreatic neuroendocrine tumor (PNET) is a diagnostic challenge with limited samples in not only identification but grading. Prior studies have shown insulinoma-associated protein 1 (INSM1) to be a robust marker in identifying PNETs from other solid pancreatic tumors on resection specimens. In this study, we investigated the utility of INSM1 not only for identifying PNETs but also for grading in cell blocks (CBs) and surgical resections (SRs).A search for PNET cases between 2000 and 2019 identified 55 samples (26 CBs and 29 SRs) that were further separated into high (2 CBs, 3 SRs), intermediate (4 CBs, 7 SRs), and low (20 CBs, 19 SRs) grades based on their final pathology report and Ki-67 level. Immunohistochemical (IHC) staining for INSM1 (C-8, Santa Cruz Biotechnology [1:100]) was performed and quantified using an H score of 0 to 300. Non-PNET solid pancreatic tumors were compared and included acinar cell carcinoma, solid pseudopapillary neoplasm, and ductal adenocarcinoma.All 55 cases of PNET demonstrated nuclear INSM1 staining. The average H scores for INSM1 staining of PNET were 254 and 252 in CB and SR, respectively. The H scores decreased with increasing tumor grade, with low-grade (G1), intermediate-grade (G2), and high-grade (G3) tumors showing average INSM1 H scores of 229 and 253, 266 and 253, and 30 and 33 in both CB and SR, respectively.IHC with INSM1 plays a role in identifying and potentially grading PNETs.© 2020 American Cancer Society. Kim, David;Viswanathan, Kartik;Goyal, Abha;Rao, Rema INSM1;grade;immunohistochemistry;neuroendocrine;pancreas NA"
31976618,"Neuroendocrine carcinomas: Cytological mimics and diagnostic dilemmas. Neuroendocrine carcinomas (NEC) are rare tumours with multiple morphologic mimics. The cytologist may miss these cases if not aware.We focused upon the clinical presentation, cytological features and problems in the diagnosis of NEC.We studied the detailed cytomorphology of 19 cases of NEC (histopathology proved).Of these 19 cases of NEC, 15 cases constituted fine needle aspiration (FNA) specimens, one transbronchial needle aspiration specimen, two pleural fluid specimens and a single biliary brushing specimen. All of the FNA specimens were from extra-pulmonary sites (namely, breast, pancreas, liver and three lymph node FNAs). Eight of the 19 cases (42.1%) showed a significant disparity between cytological and histopathology diagnoses. The break-up of discordant diagnoses are of adenocarcinoma (three cases), Ewing's sarcoma (one case), infiltrating ductal carcinoma (one case), lymphoma (one case), and squamous cell carcinoma (two cases). The cytology of NECs predominantly showed discrete, round to oval cells with a moderate amount of cytoplasm. The nuclei were pleomorphic, having prominent nucleoli. Occasional cases showed characteristic salt and pepper chromatin and were correctly diagnosed as a neuroendocrine group of tumours.The accurate diagnosis of NEC depends on clinical correlation, meticulous screening for any obvious neuroendocrine features and cell block morphology. Immunohistochemistry is essential for ruling out of tumours of neuroendocrine origin. A Ki67 index is mandatory for grading of all neuroendocrine tumours.© 2020 Wiley Periodicals, Inc. Gupta, Saumya;Gupta, Parikshaa;Rohilla, Manish;Gupta, Nalini;Srinivasan, Radhika;Rajwanshi, Arvind;Saikia, Uma N;Dey, Pranab FNAC;cytology;diagnostic pitfalls;neuroendocrine carcinoma;neuroendocrine tumours NA"
31973981,"Increased psychological symptom burden in patients with pancreatic cancer: A population-based cohort study. To investigate the psychological symptom burden in patients with pancreatic cancer.We used Danish population-based registries to identify 10,793 pancreatic cancer patients and 109,238 age and gender matched cancer-free comparison persons between the years 2000-2016. The cohorts were followed up to five years for first prescription for antidepressants, anxiolytics or hypnotics as proxies for the psychological symptom burden of depression, anxiety or insomnia. Cumulated incidence proportions were analysed using the pseudo-value approach and hazards were estimated with Cox regression models adjusted for potential confounders.The highest HR for first antidepressant use was seen in the first six months after diagnosis (HR 8.73 (95% CI: 7.57; 10.06)). Within the first two years the overall estimated cumulated probability of 12.9% (95% CI: 12%; 13.8%) in pancreatic cancer patients, and 4.6% (95% CI: 4.5%; 4.8%) in comparisons, and 20.4% and 31.4% patients received first prescription of anxiolytics or hypnotics, respectively. We found no difference in HRs of first antidepressant by gender, year of diagnosis, cohabitation, education or comorbidity in the patient cohort, however younger age (<59 years) was associated with depression.Pancreatic cancer patients are at risk for first antidepressant, anxiolytic and hypnotic use up to five years after diagnosis. Patients younger than 59 years, newly diagnosed with advanced pancreatic cancer, and not treated with surgery were more likely to have first antidepressant use. The study calls for interventions to reduce the psychological burden in advanced pancreatic cancer patients which may improve quality of life and survival.Copyright © 2020 IAP and EPC. Published by Elsevier B.V. All rights reserved. Dengsø, Kristine Elberg;Andersen, Elisabeth Wreford;Thomsen, Thordis;Hansen, Carsten Palnæs;Christensen, Bo Marcel;Hillingsø, Jens;Dalton, Susanne Oksbjerg Anxiety;Cancer;Depression;Epidemiology;Insomnia Pancreatology : official journal of the International Association of Pancreatology (IAP) ... [et al.]"
31972652,"Pancreatic Stone Protein Predicts Sepsis in Severely Burned Patients Irrespective of Trauma Severity: A Monocentric Observational Study. The burn victim's inherent state of hyperinflammation frequently camouflages septic events delaying the initiation of targeted intensive care therapy. Accurate biomarkers are urgently needed to support sepsis detection before patients' clinical deterioration.Evidence on the usefulness of pancreatic stone protein (PSP) as a powerful diagnostic and prognostic marker in critically ill patients has recently accumulated.Analysis of biomarker kinetics (PSP, routine markers) was performed on 90 patients admitted to the Zurich Burn Center between May 2015 and October 2018 with burns ≥15% total body surface area with regard to infection and sepsis (Sepsis-3) over a 14-day time course.PSP differentiated between sepsis, infection and sterile inflammation from day 3 onward with an area under the curve of up to 0.89 (P < 0.001), therefore, competing with procalcitonin (area under the curve = 0.86, P < 0.001). Compared to routine inflammatory biomarkers, only PSP demonstrated a significant interaction between time and presence of sepsis - signifying a steeper increase in PSP levels in septic patients as opposed to those exhibiting a nonseptic course (interaction P < 0.001). Event-related analysis demonstrated tripled PSP serum levels within 72 hours and doubled levels within 48 hours before a clinically apparent sepsis.PSP is able to differentiate between septic and nonseptic patients during acute burn care. Its steep rise up to 72 hours before clinically overt deterioration has the potential for physicians to timely initiate treatment with reduced mortality and costs. Klein, Holger Jan;Niggemann, Pia;Buehler, Philipp Karl;Lehner, Fabienne;Schweizer, Riccardo;Rittirsch, Daniel;Fuchs, Nina;Waldner, Matthias;Steiger, Peter;Giovanoli, Pietro;Reding, Theresia;Graf, Rolf;Plock, Jan Alexander  Annals of surgery"
31972645,"Treatment for Infected Pancreatic Necrosis Should be Delayed, Possibly Avoiding an Open Surgical Approach: A Systematic Review and Network Meta-analysis. To evaluate all invasive treatments for suspected IPN.The optimal invasive treatment for suspected IPN remains unclear.A systematic search of randomized clinical trials comparing at least 2 invasive strategies for the treatment of suspected IPN was carried out. A frequentist random-effects network meta-analysis was made reporting the surface under the cumulative ranking (SUCRA). The primary endpoint regarded both the in-hospital mortality and major morbidity rates. The secondary endpoints were mortality, length of stay, intensive care unit stay, the pancreatic fistula rate, and exocrine and endocrine insufficiency.Seven studies were included, involving 400 patients clustered as following: 64 (16%) in early surgical debridement (ED); 27 (6.7%) in peritoneal lavage (PL); 45 (11.3%) in delayed surgical debridement (DD), 169 (42.3%) in the step-up approach with minimally invasive debridement (SUA-DD) and 95 (23.7%) with endoscopic debridement (SUA-EnD). The step-up approach with endoscopic debridement had the highest probability of being the safest approach (SUCRA 87.1%), followed by SUA-DD (SUCRA 59.5%); DD, ED, and PL had the lowest probability of being safe (SUCRA values 27.6%, 31.4%, and 44.4%, respectively). Analysis of the secondary endpoints confirmed the superiority of SUA-EnD regarding length of stay, intensive care unit stay, pancreatic fistula rate, and new-onset diabetes. The SUA approaches are similar regarding exocrine function. Mortality was reduced by any delayed approaches (DD, SUA-DD, or SUA-EnD).The first choice for suspected IPN seemed to be SUA-EnD. An alternative could be SUA-DD. PL, ED, and DD should be avoided. Ricci, Claudio;Pagano, Nico;Ingaldi, Carlo;Frazzoni, Leonardo;Migliori, Marina;Alberici, Laura;Minni, Francesco;Casadei, Riccardo  Annals of surgery"
31972236,"Antibiotic Prophylaxis Not Required for Endoscopic Ultrasonography-Guided Fine-Needle Aspiration of Pancreatic Cystic Lesions, Based on a Randomized Trial. Guidelines recommend routine antibiotic prophylaxis for patients undergoing endoscopic ultrasonography-guided fine needle aspiration (EUS-FNA) of pancreatic cysts, but there is conflicting evidence for its necessity. We investigated whether the performing procedure without antimicrobial prophylaxis increases the incidence of infection.We performed a multicenter, randomized, noninferiority trial to compare prophylaxis with ciprofloxacin vs placebo in patients with a pancreatic cyst requiring EUS-FNA at multiple centers in Spain. From September 2014 to June 2018, patients were randomly assigned to groups that received the prophylaxis with ciprofloxacin (n = 112) or saline solution (n = 114, placebo). We recorded patients' demographic data, lesion characteristics, and procedure data and followed patients for 21 days. A total of 205 patients completed the trial (90.7%), receiving ciprofloxacin or the control, with no statistically significant differences in demographics, baseline data, or procedure characteristics between groups. The primary outcome was FNA-related infection. Secondary outcomes were incidence of fever, procedure complications, and medication-related adverse events.The only case of FNA-related infection (0.44%) occurred in a patient in the placebo group (0.87%); this patient developed acute pancreatitis and bacteremia after the procedure. Prevention of infection was not inferior in the control group; the difference between groups was 0.87% (95% confidence interval, -0.84% to 2.59%). There were no differences between groups in fever (2 patients in each group: 1.78% vs 1.76%; P = 1.00) or other adverse events.In a randomized trial of patients undergoing EUS-FNA for pancreatic cyst evaluation, we found the risk of infection to be low. The incidence of infections did not differ significantly with vs without ciprofloxacin prophylaxis. (ClinicalTrials.gov, Number: NCT02261896).Copyright © 2020 AGA Institute. Published by Elsevier Inc. All rights reserved. Colán Hernández, Juan;Sendino, Oriol;Loras, Carme;Pardo, Albert;Gornals, Joan B;Concepción, Mar;Sánchez-Montes, Cristina;Murzi, Marianette;Andujar, Xavier;Velasquez-Rodriguez, Julio;Rodriguez de Miguel, Cristina;Fernández-Esparrach, Gloria;Ginés, Angels;Guarner-Argente, Carlos Direct Comparison;Fluid Collection;Outcome;Risk Factor Gastroenterology"
31969123,"Hepatocellular carcinoma with hilar bile duct tumor thrombus versus hilar Cholangiocarcinoma on enhanced computed tomography: a diagnostic challenge. Hepatocellular carcinoma (HCC) with hilar bile duct tumor thrombus (HBDTT) often mimic hilar cholangiocarcinoma (hilar CC). The purpose of this study is to analyze the Computed Tomography (CT) characteristics of HCC with HBDTT and to identify imaging features to aid its differentiation from hilar CC on enhanced CT.We retrospectively identified 58 cases with pathologically proved HCC with HBDTT between 2011 and 2018. Seventy-seven cases of pathologically proven hilar CCs were selected during the same period. The clinical features and CT findings of the two groups were reviewed and compared.HCC with HBDTTs are more commonly found in men (87.9% vs 63.6%, p = 0.001) with lower age of onset (49.84 vs 58.61 years; p < 0.001) in comparison to hilar CCs. Positive correlation were identified between HCC with HBDTTs and chronic HBV infection (72.4% vs 11.7%; p <  0.001), increased serum AFP (67.2% vs 1.3%; p <  0.001), CA19-9 level (58.6% vs 85.7%; p <  0.001) and CEA level (3.4% vs 29.9%; p = 0.001), parenchymal lesion with intraductal lesion (100% vs 18.2%; p <  0.001), washout during the portal venous phase (84.5% vs 6.5%; p <  0.001), thickened bile duct wall (8.6% vs 93.5%; p <  0.001), intrahepatic vascular embolus (44.8% vs 7.8%; p <  0.001), splenomegaly (34.5% vs 2.6%, p <  0.001). A scoring system consisting of the five parameters obtained from characteristics mentioned above was trialed. The sensitivity and specificity for diagnosing HCC with HBDTT were 96.39, 100 and 92.5% respectively when the total score was 2 or more.HCC with HBDTTs are often distinguishable from hilar CCs based on washout during portal venous phase without thickened bile duct wall. HBV infection and serum AFP level facilitate the differentiation. Zhou, Xiaoqi;Wang, Jifei;Tang, Mimi;Huang, Mengqi;Xu, Ling;Peng, Zhenpeng;Li, Zi-Ping;Feng, Shi-Ting Computed tomography;Hepatocellular carcinoma;Hilar bile duct tumor thrombus;Hilar cholangiocarcinoma BMC cancer"
31965618,"Microscopic Size Measurements Predict Outcomes in Post-Neoadjuvant Resections of Pancreatic Ductal Adenocarcinoma (PDAC). Pancreatic ductal adenocarcinomas (PDACs) are increasingly treated with neoadjuvant therapy. However, the American Joint Committee on Cancer (AJCC) 8th Edition T staging based on tumor size does not reflect treatment effect, which often results in multiple, small foci of residual tumor in a background of mass-forming fibrosis. Thus, we evaluated the performance of AJCC 8th Edition T staging in predicting patient outcomes using a microscopic tumor size measurement method.106 post-neoadjuvant therapy pancreatectomies were reviewed, and all individual tumor foci were measured. T stages based on gross size (GS) and the largest single microscopic focus size (MFS) were examined in association with clinicopathologic variables and patient outcomes. 63/106 (59%) were locally advanced; 78% received FOLFIRINOX treatment. Average GS and MFS were 2.5cm and 1.1cm, respectively; 9 cases each were classified as T0, 35 and 85 cases as T1, 42 and 12 cases as T2, and 20 and 0 cases as T3, based on the GS and MFS, respectively. Higher GS- and MFS-based T stages were significantly associated with higher tumor regression grade, lymphovascular and perineural invasion, and higher N stage. Furthermore, higher MFS-based T stage was significantly associated with shorter disease-free survival (DFS) (p<0.001) and shorter overall survival (OS) (p=0.002). GS was significantly associated with OS (p=0.046), but not with DFS.In post-neoadjuvant PDAC resections, MFS-based T staging is superior to GS-based T staging for predicting patient outcomes, suggesting that microscopic measurements have clinical utility beyond the conventional use of GS measurements alone.© 2020 John Wiley & Sons Ltd. Zhang, M Lisa;Kem, Marina;Rodrigues, Clifton;Sandini, Marta;Ciprani, Debora;Hank, Thomas;Kunitoki, Keiko;Qadan, Motaz;Ferrone, Cristina;Lillemoe, Keith;Fernández-Del Castillo, Carlos;Mino-Kenudson, Mari neoadjuvant therapy;pancreatic ductal adenocarcinoma;tumor size;tumor staging Histopathology"
